Age,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Workout_Frequency (days/week),BMI,Base_MET,HR_Intensity,Calories_Burned (kcal)
44,137.0,68.0,0.68,3,22.9,5,26.9,6.0,0.696969696969697,29.92491190277586
53,149.0,62.0,0.81,1,19.4,3,19.2,9.5,0.8529411764705882,35.089081951431474
24,136.0,69.0,1.08,4,21.5,3,19.8,3.0,0.5447154471544715,17.96997746618658
39,162.0,78.0,0.8,1,28.1,2,19.8,9.5,0.8484848484848485,35.008107219905206
27,137.0,64.0,0.82,4,21.9,3,18.0,3.0,0.5447761194029851,15.204650534085257
56,140.0,81.0,0.94,2,23.5,3,19.4,8.0,0.7468354430379747,33.406214143847684
32,138.0,64.0,1.41,0,16.4,7,28.0,7.0,0.6491228070175439,40.32257081038438
32,171.0,62.0,1.42,1,18.9,5,21.1,9.5,0.8449612403100775,47.156891683669336
21,165.0,73.0,0.9,3,24.4,3,18.0,6.0,0.696969696969697,22.35569748539344
49,144.0,76.0,0.78,3,28.5,2,22.0,6.0,0.7010309278350515,25.107194616927814
40,129.0,72.0,0.58,4,20.3,3,26.0,3.0,0.5428571428571428,15.447062790051511
23,153.0,70.0,0.7,0,15.8,3,18.0,7.0,0.6484375,25.408028021001435
41,147.0,64.0,1.03,2,10.7,7,27.8,8.0,0.7477477477477478,43.7689851318554
37,135.0,81.0,0.79,4,24.0,3,18.2,3.0,0.5567010309278351,15.01763790894612
54,129.0,61.0,0.62,0,21.3,6,22.4,7.0,0.6538461538461539,24.593232221751453
37,148.0,66.0,0.85,3,20.0,5,22.4,6.0,0.7008547008547008,29.432467291003427
29,172.0,73.0,0.83,1,19.5,2,21.8,9.5,0.8461538461538461,39.167948697985906
50,146.0,72.0,0.84,3,26.0,2,23.7,6.0,0.6981132075471698,32.0117626711701
45,149.0,71.0,1.02,2,17.9,7,27.1,8.0,0.75,41.020925141144986
25,140.0,68.0,0.67,4,28.7,3,23.8,3.0,0.5454545454545454,16.558017135459266
18,162.0,63.0,1.31,3,9.2,7,21.6,6.0,0.6971830985915493,36.434359627812206
54,149.0,67.0,1.36,1,10.2,7,25.8,9.5,0.845360824742268,56.89651942177909
39,147.0,67.0,0.55,3,26.1,5,24.8,6.0,0.6956521739130435,20.333830840229805
23,170.0,77.0,0.87,2,18.5,5,21.3,8.0,0.75,35.40053475553525
38,147.0,81.0,0.26,0,26.6,3,24.2,7.0,0.6470588235294118,15.787636155487329
49,153.0,58.0,1.46,1,11.1,5,21.0,9.5,0.8482142857142857,49.427619038800536
52,132.0,74.0,0.25,4,18.5,4,20.5,3.0,0.5471698113207547,6.899438184514796
32,136.0,66.0,0.9,4,25.5,5,27.2,3.0,0.546875,19.29788721915862
22,148.0,55.0,1.04,3,8.0,5,25.8,6.0,0.7045454545454546,33.85526460647027
23,158.0,73.0,0.31,0,30.6,3,27.1,7.0,0.648854961832061,17.131126469708995
42,153.0,77.0,0.84,3,23.4,4,26.5,6.0,0.6972477064220184,27.590539028547617
57,123.0,68.0,0.7,4,14.5,3,20.5,3.0,0.5445544554455446,14.721243972862782
46,162.0,75.0,0.56,1,27.5,2,28.0,9.5,0.8446601941747572,37.658542585425394
24,164.0,70.0,0.42,3,19.7,3,22.8,6.0,0.7014925373134329,19.568495543268657
57,144.0,74.0,0.25,2,20.4,5,27.7,8.0,0.7526881720430108,21.1862027939031
30,163.0,74.0,0.61,2,19.8,3,23.5,8.0,0.7478991596638656,28.94511269974631
55,133.0,71.0,0.59,0,26.9,2,25.3,7.0,0.6526315789473685,25.626074639731215
35,136.0,55.0,1.16,0,17.0,7,25.4,7.0,0.648,34.704223190254275
19,152.0,73.0,0.61,0,28.3,2,27.3,7.0,0.6528925619834711,24.57066051117284
25,167.0,72.0,0.89,2,25.7,4,18.0,8.0,0.7480314960629921,34.518488468171846
28,178.0,75.0,0.89,1,25.8,3,18.0,9.5,0.8512396694214877,38.82646200688959
50,156.0,75.0,0.4,1,25.2,2,26.7,9.5,0.8526315789473684,26.663565723754612
55,121.0,72.0,1.02,4,20.1,4,25.4,3.0,0.550561797752809,20.199099080818577
44,155.0,67.0,0.66,1,18.2,4,20.9,9.5,0.8543689320388349,33.34402354005553
37,151.0,59.0,1.29,2,20.5,6,25.5,8.0,0.7540983606557377,44.51451386395434
29,152.0,74.0,0.74,0,28.0,4,18.4,7.0,0.6446280991735537,23.659306303951396
48,133.0,71.0,0.46,4,18.2,3,35.0,3.0,0.5535714285714286,15.765134392961965
44,148.0,64.0,1.03,2,25.4,4,29.2,8.0,0.75,45.3750989444877
49,137.0,73.0,0.74,0,23.7,4,26.5,7.0,0.6464646464646465,30.4037034920393
27,166.0,69.0,0.25,2,23.7,3,24.3,8.0,0.7461538461538462,18.089798406156298
20,164.0,56.0,1.3,2,12.3,7,21.5,8.0,0.75,41.12307966738924
44,153.0,78.0,0.82,2,21.5,3,18.8,8.0,0.75,32.07638478477434
52,132.0,83.0,0.36,4,24.5,3,23.5,3.0,0.550561797752809,10.915107432770354
48,151.0,71.0,1.22,2,11.9,6,20.6,8.0,0.7476635514018691,39.32311701699183
32,158.0,69.0,0.81,2,19.2,4,20.8,8.0,0.7478991596638656,31.645207682521445
33,150.0,71.0,1.11,3,21.1,6,18.3,6.0,0.6929824561403509,29.546790645008564
30,158.0,80.0,0.92,3,19.1,5,25.0,6.0,0.7027027027027027,30.16830738475371
52,130.0,75.0,1.5,0,20.3,4,22.5,7.0,0.6470588235294118,41.55226744958293
28,162.0,66.0,1.01,2,21.9,7,26.1,8.0,0.7559055118110236,37.7290825466685
38,157.0,69.0,0.78,2,16.9,7,25.8,8.0,0.7521367521367521,34.09432088293115
28,167.0,68.0,0.79,2,21.0,3,24.9,8.0,0.75,35.83649032349591
47,150.0,66.0,1.37,2,15.2,5,34.6,8.0,0.75,50.86586800573694
52,135.0,76.0,0.94,2,23.8,2,27.3,8.0,0.7468354430379747,35.7094152699296
39,154.0,74.0,0.39,3,24.5,3,19.0,6.0,0.7017543859649122,16.814887722226775
55,132.0,58.0,0.78,0,14.1,7,25.8,7.0,0.6491228070175439,26.899826989101513
48,132.0,66.0,1.18,0,16.4,6,23.8,7.0,0.6534653465346535,33.11125175780549
31,149.0,60.0,0.84,3,12.5,7,18.6,6.0,0.7007874015748031,26.474550040343036
41,152.0,71.0,0.78,3,25.7,5,18.3,6.0,0.7043478260869566,23.775957790157864
49,140.0,69.0,0.49,3,21.6,2,25.8,6.0,0.696078431372549,24.283074401599208
53,138.0,60.0,1.01,2,20.8,4,26.8,8.0,0.75,37.754245056345866
49,143.0,71.0,1.2,2,15.1,7,19.8,8.0,0.75,37.90989852154476
32,183.0,81.0,1.02,1,20.2,3,27.9,9.5,0.85,50.13444159094829
52,139.0,63.0,0.9,3,16.0,4,25.1,6.0,0.6972477064220184,28.410524493997144
20,139.0,65.0,0.78,4,17.3,6,28.8,3.0,0.5522388059701493,19.743964679883014
33,138.0,69.0,0.98,4,21.3,3,28.4,3.0,0.552,21.48616614094348
22,163.0,59.0,1.16,2,10.7,7,23.4,8.0,0.7482014388489209,36.688499583209484
38,142.0,58.0,1.43,0,17.9,7,30.5,7.0,0.6461538461538462,45.11687595755898
27,138.0,67.0,1.06,4,19.2,5,19.5,3.0,0.5503875968992248,18.079840636817814
36,166.0,73.0,0.75,1,21.9,2,33.6,9.5,0.8532110091743119,44.3119854897196
42,163.0,62.0,1.21,1,15.1,7,20.5,9.5,0.8559322033898306,41.510918170040945
21,160.0,83.0,0.49,0,24.5,3,23.8,7.0,0.6470588235294118,22.819347291981718
46,151.0,72.0,1.18,2,26.7,5,21.7,8.0,0.7452830188679245,44.97233228188696
36,148.0,66.0,1.07,0,17.8,4,22.5,7.0,0.6507936507936508,32.374409085830116
19,145.0,72.0,0.51,4,17.7,2,35.0,3.0,0.5488721804511278,17.919839356781974
27,176.0,70.0,0.51,1,14.2,5,22.1,9.5,0.848,28.60718869808202
42,142.0,62.0,0.79,2,23.8,5,27.4,8.0,0.7547169811320755,36.894729720104756
37,171.0,78.0,0.61,1,22.0,4,23.1,9.5,0.8532110091743119,35.52332607858743
36,138.0,55.0,1.1,0,12.6,7,27.7,7.0,0.6484375,37.52214569073901
40,137.0,55.0,1.31,3,22.4,4,21.8,6.0,0.7008547008547008,34.17734097470404
41,166.0,74.0,0.86,1,29.4,2,25.0,9.5,0.8518518518518519,44.268779970948025
28,141.0,77.0,0.39,4,30.1,3,26.5,3.0,0.5470085470085471,13.401298646542767
51,140.0,67.0,1.01,2,9.3,5,21.1,8.0,0.7448979591836735,36.54348193923326
45,135.0,71.0,0.98,0,18.0,3,35.0,7.0,0.6530612244897959,38.777444745839574
22,186.0,80.0,0.27,1,28.1,2,26.7,9.5,0.848,23.32192725682625
22,182.0,75.0,0.92,1,24.0,5,23.1,9.5,0.8492063492063492,47.759421218498915
38,163.0,79.0,0.43,1,31.6,2,21.2,9.5,0.8484848484848485,27.031017894658802
29,157.0,69.0,0.44,3,26.3,3,24.4,6.0,0.704,19.80825531765437
21,141.0,73.0,0.87,4,16.3,5,19.1,3.0,0.5483870967741935,14.382917933017914
59,149.0,63.0,0.66,1,26.4,4,31.1,9.5,0.8514851485148515,36.605699061149
37,150.0,85.0,0.27,0,33.0,2,25.7,7.0,0.65,17.29766825292631
55,131.0,68.0,1.09,2,8.0,6,23.6,8.0,0.75,41.40046082704652
42,124.0,57.0,1.01,4,14.0,7,28.2,3.0,0.5491803278688525,20.458851261807673
31,152.0,67.0,0.78,3,18.1,6,21.1,6.0,0.7024793388429752,25.971413979275347
28,157.0,65.0,0.89,2,12.9,5,19.4,8.0,0.7479674796747967,29.742715699826316
49,132.0,57.0,0.78,3,14.4,7,23.5,6.0,0.6944444444444444,27.577018105278974
28,136.0,69.0,0.84,4,18.3,6,24.5,3.0,0.5491803278688525,18.129580224137808
35,165.0,60.0,0.85,1,21.7,4,26.1,9.5,0.8536585365853658,41.648596770113926
44,132.0,74.0,0.77,4,25.0,3,18.1,3.0,0.5523809523809524,15.776388834631177
35,157.0,76.0,0.61,2,22.3,3,22.2,8.0,0.75,26.76108481959608
40,140.0,64.0,0.96,0,15.2,5,18.0,7.0,0.6551724137931034,28.403947112176077
28,175.0,70.0,0.57,1,26.3,3,19.3,9.5,0.8467741935483871,31.17227758234276
38,163.0,70.0,0.62,1,20.3,3,26.9,9.5,0.8454545454545455,36.67815921162744
22,140.0,76.0,0.48,4,29.5,3,27.8,3.0,0.5470085470085471,13.556349186104047
40,163.0,79.0,0.59,2,21.7,3,19.4,8.0,0.75,23.49509756796392
58,126.0,82.0,0.5,4,20.1,3,22.7,3.0,0.55,13.709869509324385
42,134.0,55.0,1.05,0,19.8,7,24.1,7.0,0.6475409836065574,33.63705936241092
58,142.0,61.0,0.75,2,23.7,5,28.3,8.0,0.75,37.14077158156185
27,146.0,76.0,1.03,4,26.0,2,30.1,3.0,0.5555555555555556,23.123693995907534
39,145.0,65.0,1.21,0,16.4,5,24.6,7.0,0.6504065040650406,35.67227096950753
36,143.0,72.0,1.11,0,20.9,4,23.0,7.0,0.6454545454545455,33.63705936241092
18,148.0,81.0,0.53,4,25.1,2,18.2,3.0,0.5447154471544715,12.408330923462302
24,158.0,63.0,0.57,3,29.4,4,24.4,6.0,0.6985294117647058,21.966643486312385
21,172.0,73.0,0.78,2,26.1,2,32.3,8.0,0.75,44.540305112880375
18,160.0,77.0,0.72,0,12.7,4,29.2,7.0,0.6535433070866141,29.47697571241558
32,171.0,61.0,0.93,1,22.9,6,24.7,9.5,0.8527131782945736,40.628628877785886
57,122.0,55.0,1.07,0,24.1,4,25.2,7.0,0.6504854368932039,35.5393127267935
29,131.0,66.0,0.87,4,24.2,4,21.2,3.0,0.5462184873949579,18.909328061896204
39,138.0,77.0,0.82,4,27.9,2,22.6,3.0,0.5495495495495496,14.443843832875572
39,150.0,75.0,0.62,3,27.1,2,24.6,6.0,0.6944444444444444,24.54806960967219
34,168.0,55.0,1.19,1,11.3,7,24.6,9.5,0.849624060150376,51.10367218940702
46,152.0,71.0,0.84,2,28.6,2,28.0,8.0,0.75,38.03498470088381
31,154.0,63.0,0.69,3,12.8,4,27.8,6.0,0.7,28.86745859315275
37,144.0,64.0,1.01,0,22.9,5,26.1,7.0,0.6504065040650406,33.23634487287239
50,148.0,71.0,0.72,2,29.1,3,20.0,8.0,0.7549019607843137,28.219199195213633
32,157.0,61.0,1.19,2,20.2,7,20.2,8.0,0.75,37.954974658983325
29,147.0,63.0,0.59,0,31.0,2,20.4,7.0,0.6511627906976745,21.237900077244504
57,153.0,72.0,0.85,1,11.1,6,24.9,9.5,0.84375,41.67608041021997
37,144.0,64.0,1.09,3,18.0,4,18.0,6.0,0.7017543859649122,27.839571042493223
47,152.0,59.0,0.84,1,17.7,4,24.0,9.5,0.8532110091743119,39.71810158672132
55,129.0,60.0,1.21,0,23.0,5,29.6,7.0,0.6571428571428571,41.98636152263563
20,166.0,62.0,0.67,2,12.1,4,26.7,8.0,0.7482014388489209,28.970954134478966
45,146.0,70.0,1.05,3,22.1,4,22.6,6.0,0.6972477064220184,31.03331651530013
43,136.0,61.0,1.53,0,20.9,6,21.2,7.0,0.6521739130434783,44.2601340248815
47,153.0,59.0,1.48,1,18.8,6,27.2,9.5,0.8545454545454545,54.82956976785942
30,149.0,66.0,0.95,0,21.6,3,25.2,7.0,0.6535433070866141,35.87347356660067
30,152.0,70.0,0.78,0,20.1,3,23.0,7.0,0.6456692913385826,28.371038836365145
19,160.0,60.0,0.68,3,30.2,5,21.6,6.0,0.6993006993006993,23.463699652642777
54,136.0,69.0,0.67,2,25.1,2,24.3,8.0,0.7444444444444445,28.47622023808071
55,143.0,72.0,0.64,2,26.0,3,22.8,8.0,0.7553191489361702,29.80565987367657
19,136.0,68.0,0.73,4,32.7,3,27.1,3.0,0.5528455284552846,18.92844953645635
53,120.0,64.0,1.06,4,20.4,7,29.0,3.0,0.5436893203883495,21.229291853175376
43,141.0,63.0,0.66,2,15.9,3,18.5,8.0,0.75,26.642625577973824
28,160.0,69.0,1.35,2,13.9,6,19.1,8.0,0.7520661157024794,42.37116180583962
25,149.0,58.0,0.95,0,20.8,5,29.4,7.0,0.65,36.65229618017538
57,126.0,83.0,0.76,4,27.4,2,24.7,3.0,0.5443037974683544,14.852299546352718
39,132.0,65.0,0.9,4,26.9,2,19.5,3.0,0.5491803278688525,16.15488914865635
37,153.0,80.0,0.91,3,29.2,5,27.9,6.0,0.7019230769230769,35.89986807364901
25,132.0,63.0,1.11,4,17.5,7,25.4,3.0,0.5476190476190477,20.803508501982755
46,151.0,69.0,1.04,2,16.3,7,32.8,8.0,0.7454545454545455,39.3763217311544
57,129.0,58.0,1.13,0,17.4,6,23.1,7.0,0.6574074074074074,35.63509000919222
43,129.0,63.0,0.78,4,14.8,7,28.4,3.0,0.55,18.089798406156298
47,144.0,69.0,0.79,3,19.3,5,18.2,6.0,0.6944444444444444,21.177575369309015
34,154.0,74.0,0.51,3,20.3,3,29.6,6.0,0.7017543859649122,22.099792530227305
37,149.0,81.0,0.91,3,18.6,3,27.8,6.0,0.7010309278350515,34.66606060105177
33,173.0,73.0,0.61,1,25.8,3,30.4,9.5,0.847457627118644,37.26830783214371
24,153.0,74.0,0.61,0,28.4,3,28.4,7.0,0.6528925619834711,26.298409849318386
33,155.0,70.0,1.15,3,23.0,4,23.6,6.0,0.7024793388429752,33.85526460647027
44,159.0,76.0,0.75,2,29.0,5,19.3,8.0,0.7477477477477478,28.073243922131176
40,158.0,72.0,0.39,2,23.5,3,21.6,8.0,0.7543859649122807,22.099792530227305
41,151.0,62.0,1.02,2,23.1,5,18.0,8.0,0.7542372881355932,32.94567212116545
26,141.0,76.0,1.11,4,19.4,4,20.3,3.0,0.5508474576271186,17.03680645486527
52,143.0,74.0,0.9,2,31.3,3,25.7,8.0,0.75,36.3822875816437
37,131.0,57.0,1.23,0,10.6,7,23.8,7.0,0.6491228070175439,37.78441906073281
54,142.0,69.0,0.73,2,26.2,3,23.1,8.0,0.7525773195876289,31.93523242884893
59,119.0,70.0,0.97,4,13.3,4,20.8,3.0,0.5568181818181818,17.421637418096342
34,157.0,64.0,1.33,2,14.2,7,18.0,8.0,0.75,42.91324971542363
48,155.0,74.0,0.75,1,17.6,2,24.7,9.5,0.8526315789473684,40.97441099072796
25,150.0,63.0,1.36,0,18.8,7,25.5,7.0,0.6541353383458647,42.501685361343334
32,156.0,66.0,0.91,3,23.3,7,20.0,6.0,0.703125,27.168476134347507
48,148.0,74.0,0.87,2,27.2,3,21.9,8.0,0.7474747474747475,34.29325006113395
47,121.0,63.0,0.87,4,22.0,6,30.2,3.0,0.5523809523809524,19.587033144922906
37,138.0,61.0,1.25,0,21.1,5,28.6,7.0,0.652542372881356,42.9577579512146
56,141.0,63.0,0.85,2,16.4,4,18.1,8.0,0.75,30.03123475609393
29,175.0,65.0,0.78,1,12.5,6,23.7,9.5,0.8461538461538461,39.47770485453601
34,150.0,75.0,0.72,3,26.8,3,29.8,6.0,0.7009345794392523,30.236625133534062
59,119.0,68.0,0.81,4,32.2,3,23.1,3.0,0.5483870967741935,16.644033898274266
47,150.0,67.0,0.42,2,26.3,4,22.9,8.0,0.7477477477477478,26.844410203711913
46,154.0,69.0,0.52,2,24.0,4,28.4,8.0,0.7456140350877193,28.258882993263317
36,168.0,69.0,1.55,1,17.5,5,27.9,9.5,0.853448275862069,58.45163355940021
28,136.0,69.0,0.35,4,17.7,3,27.7,3.0,0.5491803278688525,12.0
51,135.0,76.0,0.5,0,30.5,3,23.0,7.0,0.6483516483516484,21.39230642754152
24,146.0,85.0,1.2,4,21.8,2,26.7,3.0,0.5446428571428571,21.857912733514638
51,143.0,67.0,0.32,3,20.2,3,30.0,6.0,0.6972477064220184,17.909796583591707
37,166.0,67.0,0.7,1,29.5,2,23.8,9.5,0.8461538461538461,38.029988758429596
55,137.0,66.0,0.87,3,28.8,4,22.4,6.0,0.7029702970297029,29.36239786751007
41,147.0,73.0,0.61,2,29.0,3,28.9,8.0,0.7474747474747475,31.864435622050454
27,180.0,59.0,1.07,1,19.6,7,32.2,9.5,0.852112676056338,56.47734604100977
49,128.0,67.0,0.76,4,13.8,3,32.5,3.0,0.5495495495495496,17.057806799314555
32,167.0,55.0,1.28,1,20.0,5,22.5,9.5,0.8484848484848485,47.050993873722895
54,134.0,75.0,0.95,0,22.5,4,22.9,7.0,0.6555555555555556,31.226495451672292
37,134.0,68.0,0.7,4,23.5,5,19.9,3.0,0.5454545454545454,12.926486525636232
20,147.0,76.0,0.92,4,29.3,4,24.5,3.0,0.5503875968992248,16.352111595127145
54,127.0,55.0,1.17,3,9.7,6,19.7,6.0,0.6990291262135923,30.43454948045371
57,130.0,75.0,0.95,0,18.2,6,21.9,7.0,0.6470588235294118,31.9587985653203
25,147.0,62.0,0.85,0,21.2,3,26.8,7.0,0.648854961832061,34.780429578785515
57,134.0,70.0,0.85,0,22.0,3,25.6,7.0,0.6530612244897959,30.39135687185704
40,148.0,70.0,0.93,3,27.2,2,18.0,6.0,0.6964285714285714,27.3189358606345
57,146.0,65.0,0.72,1,18.3,6,30.3,9.5,0.8526315789473684,44.350836022665234
28,152.0,55.0,1.42,2,21.8,7,19.7,8.0,0.7461538461538462,44.51021393199563
25,180.0,64.0,0.89,1,20.9,2,20.2,9.5,0.8529411764705882,37.64845520319802
46,157.0,66.0,1.03,1,16.1,5,19.0,9.5,0.8504672897196262,35.78888725538236
47,127.0,78.0,0.86,4,26.2,5,21.4,3.0,0.550561797752809,16.5903200617956
27,169.0,55.0,0.92,1,9.9,6,20.4,9.5,0.8444444444444444,36.7659644533707
56,124.0,78.0,0.35,4,22.0,2,20.5,3.0,0.5476190476190477,9.045361017187261
45,144.0,75.0,0.34,3,25.9,2,18.0,6.0,0.696969696969697,14.697305171793442
53,140.0,73.0,0.44,2,31.6,2,24.5,8.0,0.7528089887640449,24.53299832284319
30,150.0,85.0,0.8,0,29.8,3,24.9,7.0,0.65,30.26763083958907
49,165.0,63.0,1.22,1,17.5,5,33.0,9.5,0.85,61.08724118235002
53,155.0,76.0,0.75,1,28.6,3,25.9,9.5,0.8494623655913979,39.197087275680055
54,122.0,70.0,1.04,4,23.5,3,22.0,3.0,0.5531914893617021,19.20377324911772
43,140.0,68.0,1.27,0,8.6,7,19.2,7.0,0.6486486486486487,33.38926390870542
39,142.0,68.0,0.57,0,27.4,3,23.6,7.0,0.6491228070175439,25.74166541503952
21,178.0,85.0,0.57,1,22.9,2,25.8,9.5,0.8532110091743119,34.27671429443411
48,134.0,68.0,1.27,3,18.4,5,22.0,6.0,0.7021276595744681,34.27671429443411
35,154.0,67.0,0.73,2,20.5,6,24.2,8.0,0.7565217391304347,31.994117138116714
55,134.0,78.0,0.64,0,28.1,2,31.6,7.0,0.6511627906976745,29.93743884534262
41,147.0,74.0,0.32,3,30.3,2,22.5,6.0,0.7019230769230769,15.618172436436193
40,154.0,61.0,1.26,1,8.0,6,18.0,9.5,0.8454545454545455,40.96510211788168
39,153.0,77.0,0.43,0,23.6,3,27.5,7.0,0.6551724137931034,23.87663038341739
19,154.0,60.0,1.06,0,9.9,4,25.3,7.0,0.6482758620689655,32.65256123290167
48,147.0,83.0,0.85,3,27.8,2,18.0,6.0,0.7032967032967034,24.487733009829284
28,150.0,71.0,0.68,0,19.3,3,25.7,7.0,0.6528925619834711,29.84964677983101
45,139.0,61.0,1.33,3,19.5,6,20.0,6.0,0.7027027027027027,32.83676219168481
49,143.0,71.0,0.6,3,24.2,3,25.8,6.0,0.6990291262135923,26.397182958878158
22,162.0,81.0,0.76,3,26.2,3,31.6,6.0,0.6982758620689655,30.533060108142305
55,156.0,70.0,0.75,1,27.9,4,23.3,9.5,0.8514851485148515,35.453971752005145
27,178.0,67.0,0.94,1,19.9,4,28.3,9.5,0.8473282442748091,42.524150749902006
57,136.0,70.0,0.75,2,20.8,3,19.1,8.0,0.7415730337078652,31.376638536557277
41,160.0,69.0,0.84,1,25.0,3,18.0,9.5,0.8504672897196262,32.64101615137754
52,142.0,69.0,0.25,3,24.3,2,32.1,6.0,0.7019230769230769,18.38626988931521
40,146.0,77.0,0.71,0,16.3,3,25.2,7.0,0.6509433962264151,26.55170747958868
34,154.0,74.0,0.75,2,19.6,4,26.5,8.0,0.7547169811320755,37.7190130793805
18,164.0,58.0,1.1,2,15.6,6,28.6,8.0,0.7464788732394366,50.09990403062177
48,138.0,76.0,0.33,0,29.2,3,21.9,7.0,0.6526315789473685,15.366634676873929
48,157.0,76.0,0.48,1,18.9,4,27.3,9.5,0.84375,30.20558957696629
59,139.0,74.0,0.69,2,22.4,3,26.7,8.0,0.7471264367816092,34.86732971073441
59,134.0,74.0,0.45,0,23.9,3,18.8,7.0,0.6593406593406593,19.642550681470052
51,156.0,75.0,0.32,1,29.9,3,30.1,9.5,0.8526315789473684,29.016124838541643
26,156.0,68.0,0.74,3,22.3,5,29.2,6.0,0.6984126984126984,28.906310035330975
39,130.0,73.0,0.65,4,25.0,3,18.9,3.0,0.5480769230769231,14.876018487783188
30,153.0,66.0,0.86,3,26.4,5,24.8,6.0,0.696,29.93743884534262
42,149.0,62.0,1.22,2,10.9,6,23.1,8.0,0.75,38.49197451347612
35,166.0,75.0,0.47,1,25.7,2,29.7,9.5,0.8425925925925926,32.957116585897076
29,132.0,68.0,1.4,4,13.4,6,18.4,3.0,0.5470085470085471,18.268201696253175
57,156.0,80.0,0.43,1,26.6,3,35.0,9.5,0.8539325842696629,38.64480286580316
34,164.0,70.0,0.63,2,22.3,2,23.3,8.0,0.752,28.338094864378018
32,136.0,71.0,0.4,4,23.4,3,27.0,3.0,0.5508474576271186,12.601369798755183
59,140.0,73.0,0.76,3,27.8,4,29.5,6.0,0.7052631578947368,29.83708529372625
32,160.0,74.0,0.41,2,26.8,3,23.2,8.0,0.7478260869565218,22.421302176583463
32,152.0,65.0,0.71,2,17.0,4,23.5,8.0,0.75,27.826163011691595
56,134.0,75.0,0.57,0,29.8,2,22.0,7.0,0.6483516483516484,24.252618916976644
30,145.0,65.0,1.06,0,19.5,4,20.5,7.0,0.6504065040650406,33.961090083588964
34,134.0,68.0,1.16,4,18.8,6,25.1,3.0,0.55,20.01817431123661
49,148.0,76.0,0.32,3,26.5,3,23.5,6.0,0.6990291262135923,15.123083834403191
26,154.0,65.0,0.58,3,27.9,3,22.0,6.0,0.7063492063492064,23.87663038341739
57,151.0,74.0,0.89,1,30.8,2,22.2,9.5,0.8461538461538461,36.20471175130104
37,148.0,74.0,0.81,0,21.6,2,26.3,7.0,0.6548672566371682,33.61460374621625
43,132.0,69.0,0.92,4,20.7,5,20.8,3.0,0.5478260869565217,15.832554500127006
44,146.0,81.0,0.92,0,26.6,3,23.0,7.0,0.65,28.809089567853178
38,149.0,65.0,0.99,2,27.0,5,27.6,8.0,0.7567567567567568,41.849743442807046
35,146.0,67.0,0.56,3,18.7,2,25.0,6.0,0.7053571428571429,22.265201420964964
30,140.0,74.0,0.58,4,15.9,3,19.8,3.0,0.55,12.01427843308388
33,155.0,85.0,0.39,3,27.2,2,23.9,6.0,0.7,19.46625258399798
26,160.0,74.0,0.96,2,31.3,4,25.7,8.0,0.7478260869565218,33.25336863336608
29,165.0,69.0,0.45,2,28.9,4,28.0,8.0,0.75,30.049960998416207
55,150.0,77.0,0.74,1,27.0,3,21.0,9.5,0.8488372093023255,35.68819443804651
36,174.0,74.0,0.87,1,18.7,4,21.8,9.5,0.847457627118644,36.277930978567795
24,141.0,76.0,0.7,4,26.3,3,21.2,3.0,0.5508474576271186,13.646085772486355
52,141.0,72.0,0.73,2,21.4,4,21.4,8.0,0.75,32.46737587922817
35,167.0,64.0,0.59,1,18.2,3,25.6,9.5,0.8512396694214877,36.48116422355227
33,159.0,63.0,0.9,2,13.4,5,26.4,8.0,0.75,41.40046082704652
56,151.0,67.0,0.78,1,27.5,7,28.2,9.5,0.8571428571428571,41.155532669635775
21,161.0,78.0,0.93,0,37.5,3,23.6,7.0,0.6535433070866141,32.29285639896449
42,147.0,72.0,0.56,3,23.2,3,18.4,6.0,0.7009345794392523,20.66274475874447
49,146.0,73.0,0.47,2,24.1,3,26.7,8.0,0.7525773195876289,28.410524493997144
57,126.0,72.0,0.81,4,26.9,2,24.6,3.0,0.5454545454545454,18.493901531919192
30,138.0,71.0,0.82,4,20.9,3,24.2,3.0,0.5491803278688525,16.406520583749664
34,134.0,73.0,0.36,4,26.5,4,18.9,3.0,0.5495495495495496,9.171392035015153
54,138.0,70.0,0.42,3,25.7,5,23.2,6.0,0.7010309278350515,18.746083967823903
23,169.0,81.0,0.51,2,22.6,3,19.2,8.0,0.7521367521367521,23.72158626523644
36,132.0,70.0,0.33,4,16.8,3,25.9,3.0,0.5486725663716814,11.13011804973588
30,156.0,74.0,0.58,3,31.4,3,22.3,6.0,0.7008547008547008,20.32487401980132
43,138.0,79.0,0.86,0,32.5,2,21.9,7.0,0.6413043478260869,30.948444576337746
31,147.0,72.0,0.92,0,17.1,3,18.0,7.0,0.6521739130434783,25.217641337926402
48,140.0,60.0,1.12,3,18.6,7,28.1,6.0,0.7017543859649122,35.989472225868056
21,179.0,81.0,0.97,1,32.6,2,23.0,9.5,0.8521739130434782,46.47267271360225
56,131.0,65.0,0.88,3,15.7,7,24.3,6.0,0.6947368421052632,30.36664950222682
25,166.0,80.0,0.64,2,21.4,5,21.1,8.0,0.7478260869565218,28.789608636681308
42,160.0,69.0,0.76,1,24.3,5,18.0,9.5,0.8504672897196262,30.839001202838066
30,158.0,81.0,0.54,2,22.5,3,21.9,8.0,0.7549019607843137,24.615784790233032
49,123.0,73.0,0.65,4,24.1,2,22.5,3.0,0.5434782608695652,15.332051234634639
